city,lat,lon,timestamp,pm2_5,pm10,no2,o3,so2,co,aqi_category
Haileymandi,28.350751,76.7573547,2025-11-24 00:00:00,157.9,160.2,45.6,54.0,38.6,1187.0,Very Poor
Mecheri,11.8336719,77.9424303,2025-11-24 00:00:00,11.6,11.9,13.4,45.0,5.7,296.0,Good
Noamundi,22.1605994,85.5063343,2025-11-24 00:00:00,86.8,90.3,9.0,109.0,33.9,545.0,Moderate
Gua,22.2137585,85.3878021,2025-11-24 00:00:00,78.7,82.2,10.5,69.0,27.9,537.0,Moderate
Kumheri,26.4347251,77.8456878,2025-11-24 00:00:00,75.4,80.6,22.4,71.0,11.5,611.0,Moderate
Kuthiyana,26.6961426,78.0996609,2025-11-24 00:00:00,113.6,118.3,40.6,40.0,12.9,776.0,Poor
Gadchandur,19.7359462,79.1746044,2025-11-24 00:00:00,48.2,48.7,16.0,86.0,18.7,283.0,Satisfactory
Amlai,23.1732678,81.5917253,2025-11-24 00:00:00,88.7,96.9,9.0,101.0,15.8,465.0,Moderate
Nowrozabad,23.3544702,80.9805894,2025-11-24 00:00:00,93.1,101.7,12.0,89.0,11.9,410.0,Poor
Heirok,24.590661,94.0725589,2025-11-24 00:00:00,28.6,30.4,15.7,36.0,3.6,208.0,Good
Maihar,24.260444,80.7592749,2025-11-24 00:00:00,98.0,104.1,13.4,76.0,12.1,547.0,Poor
Lala,24.5599949,92.6078313,2025-11-24 00:00:00,45.6,47.5,5.7,49.0,4.0,563.0,Satisfactory
Choyamkode,12.2878929,75.1927093,2025-11-24 00:00:00,18.0,18.2,26.0,32.0,3.4,369.0,Good
Chayoth,12.2829178,75.1774443,2025-11-24 00:00:00,18.0,18.2,26.0,32.0,3.4,369.0,Good
Deoli,25.7600492,75.3755879,2025-11-24 00:00:00,67.5,71.7,12.1,93.0,12.3,472.0,Moderate
Chittar,9.3298551,76.9258484,2025-11-24 00:00:00,32.0,32.4,42.9,6.0,10.1,333.0,Satisfactory
Talap,27.6751482,95.5645966,2025-11-24 00:00:00,36.1,36.8,15.3,14.0,2.8,448.0,Satisfactory
Chumukedima,25.8090286,93.788116,2025-11-24 00:00:00,25.1,26.0,10.2,36.0,2.4,369.0,Good
Byrnihat,26.0543348,91.8696498,2025-11-24 00:00:00,40.5,41.3,15.0,43.0,3.2,427.0,Satisfactory
Thiruthuraipoondi,10.5317373,79.6400749,2025-11-24 00:00:00,5.4,7.1,5.9,55.0,3.6,227.0,Good
Umrangso,25.5078273,92.7342802,2025-11-24 00:00:00,17.6,18.3,5.0,51.0,0.0,302.0,Good
Sihora,23.4907117,80.1067203,2025-11-24 00:00:00,85.7,91.3,6.7,79.0,8.5,430.0,Moderate
Tiruppuvanam,9.8278532,78.2554704,2025-11-24 00:00:00,4.0,4.3,9.8,44.0,10.8,228.0,Good
Sultana,28.1296358,75.6142616,2025-11-24 00:00:00,102.0,105.2,22.0,79.0,17.0,659.0,Poor
Vadalur,11.5551872,79.555067,2025-11-24 00:00:00,6.6,8.2,7.1,57.0,4.5,224.0,Good
Ramkrishna Nagar,24.5664058,92.4617958,2025-11-24 00:00:00,67.1,68.9,15.6,44.0,7.9,676.0,Moderate
Reni,27.1657789,76.7381715,2025-11-24 00:00:00,95.7,99.4,57.2,28.0,14.3,645.0,Poor
Sakrai,26.9162727,76.689645,2025-11-24 00:00:00,67.8,71.9,27.2,55.0,10.6,540.0,Moderate
Mulugu,18.1932372,79.9413676,2025-11-24 00:00:00,43.0,43.9,14.1,56.0,7.6,350.0,Satisfactory
Longding,26.8872823,95.320301,2025-11-24 00:00:00,10.6,11.0,5.7,4.0,0.2,198.0,Good
Raga,27.7968313,94.0692973,2025-11-24 00:00:00,7.3,7.8,5.3,34.0,0.5,167.0,Good
Nongpoh,25.8989839,91.8812907,2025-11-24 00:00:00,40.5,41.3,15.0,43.0,3.2,470.0,Satisfactory
Noklak,26.2002677,95.0208592,2025-11-24 00:00:00,12.9,13.4,6.0,14.0,0.2,180.0,Good
Hamren,25.8449919,92.5748777,2025-11-24 00:00:00,40.7,41.7,13.6,41.0,3.5,286.0,Satisfactory
Dhenkanal,20.6613774,85.6009626,2025-11-24 00:00:00,92.2,93.4,22.4,63.0,23.6,579.0,Poor
Oros,16.1163272,73.7078762,2025-11-24 00:00:00,28.5,29.2,8.0,96.0,6.1,345.0,Good
Gulganj,24.6984221,79.370596,2025-11-24 00:00:00,67.8,74.0,8.1,83.0,8.8,355.0,Moderate
Walhe,18.1862832,74.1532265,2025-11-24 00:00:00,43.4,44.4,26.0,63.0,11.2,492.0,Satisfactory
Kajalgaon,26.513931,90.525509,2025-11-24 00:00:00,53.2,54.6,12.5,62.0,5.9,318.0,Satisfactory
Bilaigarh,21.6376834,82.7206134,2025-11-24 00:00:00,106.4,108.5,11.0,105.0,34.6,343.0,Poor
Bagalamukhi,31.9679114,76.2049117,2025-11-24 00:00:00,46.2,47.1,17.7,55.0,8.1,817.0,Satisfactory
Baud,32.2851075,75.8676871,2025-11-24 00:00:00,54.0,55.2,49.0,23.0,5.8,706.0,Satisfactory
Arnod,23.8826789,74.8106074,2025-11-24 00:00:00,50.8,53.3,8.3,81.0,14.0,410.0,Satisfactory
Lohara,17.9925705,76.3270158,2025-11-24 00:00:00,17.6,18.3,7.4,77.0,3.7,357.0,Good
Pichandarkovil,10.8775915,78.7080495,2025-11-24 00:00:00,6.4,6.6,11.4,48.0,12.1,254.0,Good
Mauzamabad,26.6720429,75.361576,2025-11-24 00:00:00,60.3,63.8,17.5,84.0,11.2,705.0,Moderate
Vijapur,23.5615483,72.753396,2025-11-24 00:00:00,39.9,41.6,22.4,52.0,8.0,540.0,Satisfactory
Virpur,23.1890874,73.480854,2025-11-24 00:00:00,50.6,53.3,13.3,63.0,7.5,422.0,Satisfactory
Sojitra,22.5391166,72.7192782,2025-11-24 00:00:00,63.3,65.2,35.1,49.0,18.7,797.0,Moderate
Sankheda,22.1716283,73.5797953,2025-11-24 00:00:00,75.4,77.3,24.6,68.0,13.9,455.0,Moderate
Rhenock,27.1746652,88.6443365,2025-11-24 00:00:00,45.6,46.9,13.6,86.0,4.3,605.0,Satisfactory
Khergam,20.6313585,73.0951202,2025-11-24 00:00:00,71.5,71.9,13.8,74.0,22.5,651.0,Moderate
Jaithari,23.0431285,81.795659,2025-11-24 00:00:00,88.7,96.9,9.0,101.0,15.8,422.0,Moderate
Devarakonda,16.6931795,78.9147252,2025-11-24 00:00:00,23.1,24.3,7.5,72.0,6.1,259.0,Good
Sayalgudi,9.169397,78.4454258,2025-11-24 00:00:00,5.2,6.0,6.6,49.0,3.7,196.0,Good
Shirala,16.9847466,74.1257965,2025-11-24 00:00:00,44.0,44.7,22.5,40.0,7.3,526.0,Satisfactory
Shahzadpur,30.446413,77.0334204,2025-11-24 00:00:00,71.7,72.6,35.4,18.0,13.2,1228.0,Moderate
Wyra,17.1936232,80.3594327,2025-11-24 00:00:00,35.7,36.8,18.8,61.0,12.3,338.0,Satisfactory
Majhola,28.8166271,79.8851966,2025-11-24 00:00:00,80.8,81.5,13.8,47.0,11.6,680.0,Moderate
Thalaiyuthu,8.7879973,77.7242601,2025-11-24 00:00:00,2.8,2.9,5.2,52.0,1.6,218.0,Good
Subir,20.9287346,73.7737942,2025-11-24 00:00:00,50.5,51.0,4.6,107.0,20.0,384.0,Satisfactory
Jiran,24.3077574,74.892168,2025-11-24 00:00:00,58.1,61.0,8.4,92.0,23.5,453.0,Satisfactory
Joga,30.1655814,75.4257101,2025-11-24 00:00:00,153.2,156.0,42.6,50.0,25.8,959.0,Very Poor
Sahaspur Lohara,21.8342331,81.1251819,2025-11-24 00:00:00,65.9,68.0,7.9,92.0,10.7,443.0,Moderate
Mohla,20.58197,80.743804,2025-11-24 00:00:00,43.2,44.0,13.6,61.0,8.4,452.0,Satisfactory
Palari,21.5354858,82.1646022,2025-11-24 00:00:00,90.8,92.7,13.0,84.0,30.0,364.0,Poor
Magarlod,20.7472048,81.8520927,2025-11-24 00:00:00,40.5,41.6,7.0,67.0,9.4,345.0,Satisfactory
Chhindgarh,18.5231552,81.753838,2025-11-24 00:00:00,22.9,24.1,13.1,33.0,2.8,453.0,Good
Bhairamgarh,19.0073703,81.0599828,2025-11-24 00:00:00,24.8,25.4,13.9,31.0,4.4,312.0,Good
Dhaula,30.2864707,75.4604475,2025-11-24 00:00:00,138.8,140.6,29.4,75.0,24.5,1034.0,Very Poor
Kansabel,22.6441453,83.7415588,2025-11-24 00:00:00,72.2,75.9,7.7,51.0,9.9,429.0,Moderate
Kartala,22.2994203,82.9580426,2025-11-24 00:00:00,92.2,95.0,19.7,51.0,29.1,367.0,Poor
Hussainabad,24.5308585,84.0003705,2025-11-24 00:00:00,145.8,153.7,18.5,65.0,17.6,694.0,Very Poor
Keredari,23.8657846,85.0931668,2025-11-24 00:00:00,127.1,135.5,15.7,82.0,15.9,472.0,Very Poor
Kot Fatta,30.1122225,75.0849652,2025-11-24 00:00:00,149.0,151.8,35.6,58.0,28.1,1002.0,Very Poor
Pathrala,30.0021547,74.7534702,2025-11-24 00:00:00,146.2,149.0,32.3,61.0,27.6,1061.0,Very Poor
Shopian,33.718807,74.8333311,2025-11-24 00:00:00,53.3,55.4,31.0,54.0,12.3,360.0,Satisfactory
Beerwah,34.0143621,74.5922524,2025-11-24 00:00:00,63.3,67.1,21.3,69.0,15.9,452.0,Moderate
Engapuzha,11.4717345,75.968802,2025-11-24 00:00:00,22.4,22.6,21.7,21.0,3.7,347.0,Good
Maikave,11.4029658,75.9768709,2025-11-24 00:00:00,22.4,22.6,21.7,21.0,3.7,672.0,Good
Koodathayi,11.3995488,75.9544268,2025-11-24 00:00:00,44.9,45.2,32.1,13.0,9.2,672.0,Satisfactory
Domchanch,24.474848,85.6921282,2025-11-24 00:00:00,106.2,114.6,6.8,137.0,22.6,439.0,Poor
Chandwara,24.3929804,85.4797697,2025-11-24 00:00:00,106.2,114.6,6.8,137.0,22.6,466.0,Poor
Gande,24.1784891,86.4430261,2025-11-24 00:00:00,89.6,95.9,13.6,59.0,11.0,427.0,Moderate
Sarwan,24.379632,86.774977,2025-11-24 00:00:00,106.6,113.9,12.8,95.0,18.3,464.0,Poor
Devipur,24.4062782,86.5817606,2025-11-24 00:00:00,108.5,116.2,14.7,93.0,17.6,448.0,Poor
Mohanpur,24.5101598,86.8160462,2025-11-24 00:00:00,106.6,113.9,12.8,95.0,18.3,461.0,Poor
Bhucho Mandi,30.2151729,75.0933937,2025-11-24 00:00:00,144.4,146.2,34.1,65.0,25.2,984.0,Very Poor
Māndro,25.1434782,87.4983251,2025-11-24 00:00:00,133.2,139.7,24.3,78.0,28.7,545.0,Very Poor
Borio,25.0344388,87.5925189,2025-11-24 00:00:00,133.2,139.7,24.3,78.0,28.7,521.0,Very Poor
Udhwa,24.9742322,87.8463363,2025-11-24 00:00:00,127.1,132.2,22.4,67.0,20.6,503.0,Very Poor
Maheshpur,24.4788881,87.7628445,2025-11-24 00:00:00,105.9,112.0,14.1,81.0,17.9,611.0,Poor
Kundhit,23.9713009,87.1604864,2025-11-24 00:00:00,94.5,99.4,8.8,84.0,14.1,427.0,Poor
Topchanchi,23.9036353,86.1978144,2025-11-24 00:00:00,93.8,101.0,12.0,56.0,10.6,413.0,Poor
Gobindpur,23.8338345,86.5217542,2025-11-24 00:00:00,89.6,95.9,13.6,59.0,11.0,426.0,Moderate
Chandrapura,23.748072,86.1192512,2025-11-24 00:00:00,144.4,151.3,41.9,35.0,36.3,461.0,Very Poor
Peterwar,23.6130507,85.8516955,2025-11-24 00:00:00,144.4,151.3,41.9,35.0,36.3,428.0,Very Poor
Chitarpur,23.5729816,85.6535284,2025-11-24 00:00:00,119.2,127.1,16.9,61.0,18.0,523.0,Poor
Ratu,23.418833,85.2206897,2025-11-24 00:00:00,185.8,194.2,20.8,78.0,23.6,403.0,Very Poor
Rahe,23.2680247,85.6452781,2025-11-24 00:00:00,110.4,115.9,19.4,81.0,43.8,452.0,Poor
Channu,30.1004629,74.6107936,2025-11-24 00:00:00,146.2,149.0,32.3,61.0,27.6,1229.0,Very Poor
Murhu,22.9712947,85.2833032,2025-11-24 00:00:00,83.4,87.3,10.5,72.0,23.6,461.0,Moderate
Jagannathpur,22.2211655,85.639168,2025-11-24 00:00:00,96.4,100.1,14.5,104.0,46.9,539.0,Poor
Badagaon,24.5693916,79.0183282,2025-11-24 00:00:00,57.0,61.9,4.6,86.0,7.0,407.0,Satisfactory
Ghuwara,24.5057863,79.0785491,2025-11-24 00:00:00,57.0,61.9,4.6,86.0,7.0,377.0,Satisfactory
Begamganj,23.5996608,78.3411026,2025-11-24 00:00:00,66.6,70.1,5.9,76.0,6.6,388.0,Moderate
Gulabganj,23.6840819,77.9106601,2025-11-24 00:00:00,65.2,68.2,7.4,70.0,6.2,357.0,Moderate
Ballarpur,19.8568413,79.3480253,2025-11-24 00:00:00,50.6,51.5,16.5,68.0,11.9,659.0,Satisfactory
Vikravandi,12.0373768,79.5435557,2025-11-24 00:00:00,8.8,10.7,8.5,52.0,4.2,233.0,Good
Kheragarh,26.9415066,77.8198528,2025-11-24 00:00:00,113.6,118.3,40.6,40.0,12.9,1042.0,Poor
Jourian,32.8331454,74.5779955,2025-11-24 00:00:00,91.5,93.4,28.9,47.0,13.6,869.0,Poor
Akhnoor,32.9019451,74.7347398,2025-11-24 00:00:00,82.9,83.8,57.2,7.0,9.7,749.0,Moderate
Narasaraopet,16.2389242,80.0472879,2025-11-24 00:00:00,23.2,24.2,13.8,55.0,8.3,336.0,Good
Kalakote,33.2135214,74.4233258,2025-11-24 00:00:00,38.4,40.4,30.0,48.0,7.5,472.0,Satisfactory
Arniwala,30.3471555,74.258005,2025-11-24 00:00:00,154.6,157.4,34.2,69.0,29.8,1267.0,Very Poor
Palin,27.695143,93.6301961,2025-11-24 00:00:00,3.3,3.6,1.8,59.0,0.3,192.0,Good
Dumporijo,27.9809482,94.2790246,2025-11-24 00:00:00,7.3,7.8,7.5,19.0,0.4,176.0,Good
Limeking,28.369199,93.6114549,2025-11-24 00:00:00,2.5,2.9,0.6,83.0,0.2,144.0,Good
Boleng,28.3224401,94.9542331,2025-11-24 00:00:00,7.0,7.4,2.8,27.0,0.2,171.0,Good
Kamba,28.2679881,94.6763563,2025-11-24 00:00:00,7.0,7.4,2.8,27.0,0.2,145.0,Good
Oyan,27.8814942,95.3151941,2025-11-24 00:00:00,14.1,15.1,17.4,10.0,0.6,232.0,Good
Lemmi,27.1594297,93.220666,2025-11-24 00:00:00,10.7,11.7,5.5,55.0,1.0,177.0,Good
Katan,28.3146954,95.1592397,2025-11-24 00:00:00,5.2,5.6,4.5,19.0,0.2,156.0,Good
Tuting,28.9922633,94.8924779,2025-11-24 00:00:00,3.6,4.0,1.3,55.0,0.3,147.0,Good
Mipi,28.950424,95.8144355,2025-11-24 00:00:00,2.8,2.9,5.7,67.0,0.2,162.0,Good
Walong,28.1288221,97.0165515,2025-11-24 00:00:00,0.6,0.7,1.1,70.0,0.0,159.0,Good
Goiliang,28.1452486,96.6390547,2025-11-24 00:00:00,2.4,2.5,5.6,41.0,0.1,174.0,Good
Tizit,26.8987837,95.0774002,2025-11-24 00:00:00,10.6,11.0,5.7,4.0,0.2,283.0,Good
Angphang,26.4993912,94.9814093,2025-11-24 00:00:00,22.4,22.8,13.4,4.0,0.4,191.0,Good
Aboi,26.6028408,94.9655628,2025-11-24 00:00:00,33.2,33.9,19.5,5.0,1.3,196.0,Satisfactory
Shangnyu,26.7709781,95.1360225,2025-11-24 00:00:00,10.6,11.0,5.7,4.0,0.2,270.0,Good
Tamlu,26.6704706,94.7358692,2025-11-24 00:00:00,33.2,33.9,19.5,5.0,1.3,451.0,Satisfactory
Namsang,26.722537,94.7974741,2025-11-24 00:00:00,33.2,33.9,19.5,5.0,1.3,470.0,Satisfactory
Chessore,26.0823796,94.7346568,2025-11-24 00:00:00,16.2,16.9,7.9,15.0,0.5,235.0,Good
Pungro,25.8138385,94.8457861,2025-11-24 00:00:00,16.2,16.9,7.9,15.0,0.5,319.0,Good
Chizami,25.5991689,94.3921119,2025-11-24 00:00:00,24.8,26.5,18.7,43.0,2.3,334.0,Good
Pfutsero Town,25.5729498,94.2994737,2025-11-24 00:00:00,24.8,26.5,18.7,43.0,2.3,294.0,Good
Mishilimi,25.8870254,94.2629528,2025-11-24 00:00:00,25.2,25.8,14.7,25.0,1.1,386.0,Good
Rahika,26.3811005,86.0192075,2025-11-24 00:00:00,185.3,190.9,49.5,25.0,30.2,1110.0,Very Poor
Khawbung,23.1717094,93.2201314,2025-11-24 00:00:00,21.2,23.6,10.3,31.0,1.8,392.0,Good
Hnahthial,22.9665679,92.9285377,2025-11-24 00:00:00,28.4,30.4,13.1,24.0,2.0,284.0,Good
Gandhighat Jetty,12.3075268,92.790336,2025-11-24 00:00:00,6.7,8.3,1.4,68.0,0.5,217.0,Good
Thirupparankundram,9.8807772,78.0499917,2025-11-24 00:00:00,10.6,10.7,16.7,30.0,7.5,336.0,Good
Bolani,22.1131283,85.3364432,2025-11-24 00:00:00,86.1,89.4,18.1,87.0,47.2,525.0,Moderate
Jhumpura,21.8240544,85.5713725,2025-11-24 00:00:00,86.8,90.3,9.0,109.0,33.9,536.0,Moderate
Jharigan,19.717707,82.3722696,2025-11-24 00:00:00,43.3,43.8,6.2,114.0,11.3,380.0,Satisfactory
Bethuadahari,23.6108093,88.3843338,2025-11-24 00:00:00,176.0,181.1,36.6,41.0,18.1,1045.0,Very Poor
Wakka,26.791585,95.4479933,2025-11-24 00:00:00,8.8,9.1,7.1,8.0,0.2,163.0,Good
Lawnu,27.0943515,95.3658729,2025-11-24 00:00:00,60.1,60.8,20.9,2.0,2.5,235.0,Moderate
Kalaiyarkovil,9.8440746,78.6379909,2025-11-24 00:00:00,5.5,5.9,8.9,46.0,8.5,226.0,Good
Gondpipri,19.7174815,79.6866721,2025-11-24 00:00:00,27.8,28.5,13.4,52.0,6.0,578.0,Good
Sodam,13.5477693,78.9071721,2025-11-24 00:00:00,7.5,9.0,5.9,52.0,2.0,269.0,Good
Bagaha,27.0979483,84.0893554,2025-11-24 00:00:00,94.5,97.8,12.4,68.0,17.7,905.0,Poor
Mainatanr,27.0971937,84.6469384,2025-11-24 00:00:00,89.6,93.1,15.1,65.0,13.9,835.0,Moderate
Sikta,27.0255847,84.6821451,2025-11-24 00:00:00,89.6,93.1,15.1,65.0,13.9,986.0,Moderate
Banjaria,26.6656002,84.9069786,2025-11-24 00:00:00,119.0,122.5,23.7,51.0,20.2,797.0,Poor
Patahi,26.5714866,85.1507377,2025-11-24 00:00:00,164.4,170.4,35.7,51.0,31.3,809.0,Very Poor
Ghorasahan,26.8252772,85.1327348,2025-11-24 00:00:00,188.6,194.2,40.0,32.0,30.1,1363.0,Very Poor
Chikkaballapura,13.4358702,77.7312434,2025-11-24 00:00:00,6.0,6.5,6.3,51.0,2.4,248.0,Good
Hasanpura,26.0767904,84.36028,2025-11-24 00:00:00,137.4,142.0,26.0,58.0,22.6,970.0,Very Poor
Marhaura,25.9662632,84.8562955,2025-11-24 00:00:00,143.4,148.5,32.4,48.0,23.2,907.0,Very Poor
Taraiya,26.0726658,84.8845124,2025-11-24 00:00:00,143.4,148.5,32.4,48.0,23.2,1065.0,Very Poor
Maker,25.9587971,85.0308216,2025-11-24 00:00:00,157.4,163.0,39.5,39.0,29.1,943.0,Very Poor
Mahnar,25.6069915,85.4840612,2025-11-24 00:00:00,157.4,163.0,44.5,30.0,31.3,910.0,Very Poor
Desri,25.6690021,85.4073822,2025-11-24 00:00:00,157.4,163.0,44.5,30.0,31.3,932.0,Very Poor
Sampatchak,25.5400698,85.1767981,2025-11-24 00:00:00,157.4,162.5,45.5,34.0,29.5,894.0,Very Poor
Paliganj,25.326397,84.8021793,2025-11-24 00:00:00,180.7,187.2,46.9,40.0,30.9,1078.0,Very Poor
Khusrupur,25.4832224,85.3852701,2025-11-24 00:00:00,157.4,162.5,45.5,34.0,29.5,785.0,Very Poor
Behea,25.5626909,84.4528913,2025-11-24 00:00:00,155.1,160.7,31.0,48.0,23.4,842.0,Very Poor
Kesath,25.421038,84.2413187,2025-11-24 00:00:00,155.1,160.7,31.0,48.0,23.4,886.0,Very Poor
Kochas,25.2332251,83.9219641,2025-11-24 00:00:00,181.6,187.7,27.8,59.0,28.7,1219.0,Very Poor
Suryapura,25.2579706,84.2250967,2025-11-24 00:00:00,184.4,190.5,42.1,46.0,28.7,863.0,Very Poor
Kurtha,25.1197197,84.8114919,2025-11-24 00:00:00,180.7,187.2,46.9,40.0,30.9,915.0,Very Poor
Dumariā,24.4398226,84.3971618,2025-11-24 00:00:00,118.5,126.7,6.4,96.0,15.4,486.0,Poor
Imamganj,24.4545918,84.5855427,2025-11-24 00:00:00,118.5,126.7,6.4,96.0,15.4,488.0,Poor
Nagarnausa,25.3962968,85.3439641,2025-11-24 00:00:00,160.2,166.7,34.1,52.0,26.8,999.0,Very Poor
Karai Parsurai,25.3792764,85.2731323,2025-11-24 00:00:00,160.2,166.7,34.1,52.0,26.8,999.0,Very Poor
Nardiganj,24.9382517,85.4300201,2025-11-24 00:00:00,139.7,147.6,16.3,107.0,30.8,669.0,Very Poor
Kawakol,24.8438004,85.8847189,2025-11-24 00:00:00,120.1,128.1,14.1,113.0,24.0,495.0,Very Poor
Pakribarawan,24.9541568,85.7382059,2025-11-24 00:00:00,139.7,147.6,16.3,107.0,30.8,868.0,Very Poor
Gidhaur,24.8573327,86.3005042,2025-11-24 00:00:00,111.5,119.0,14.2,106.0,21.2,695.0,Poor
Dalsinghsarai,25.6682672,85.8370292,2025-11-24 00:00:00,158.8,164.4,44.0,32.0,33.7,798.0,Very Poor
Patori,25.637464,85.5818546,2025-11-24 00:00:00,157.4,163.0,44.5,30.0,31.3,876.0,Very Poor
Jhanjharpur,26.2678839,86.2789821,2025-11-24 00:00:00,142.5,147.6,33.2,36.0,21.1,1123.0,Very Poor
Thara Uparla,32.4448508,75.7571012,2025-11-24 00:00:00,73.6,74.3,41.4,24.0,7.7,807.0,Moderate
Sabour,25.2429686,87.0470381,2025-11-24 00:00:00,138.3,144.8,28.6,68.0,29.8,585.0,Very Poor
Bihariganj,25.7321016,86.9877291,2025-11-24 00:00:00,161.1,167.6,46.1,37.0,37.1,805.0,Very Poor
Azamnagar,25.5473396,87.8283763,2025-11-24 00:00:00,134.6,139.7,26.1,57.0,24.9,824.0,Very Poor
Barsoi,25.6200714,87.9255152,2025-11-24 00:00:00,134.6,139.7,26.1,57.0,24.9,877.0,Very Poor
Kamakhyaguri,26.471495,89.7287965,2025-11-24 00:00:00,61.9,62.9,17.9,49.0,4.3,354.0,Moderate
Ilaiyankudi,9.6268674,78.6222678,2025-11-24 00:00:00,4.1,4.9,7.4,48.0,3.6,213.0,Good
Chilakaluripet,16.0949502,80.1658779,2025-11-24 00:00:00,18.2,20.7,9.5,63.0,6.4,311.0,Good
Samudrapur,20.639933,78.9640403,2025-11-24 00:00:00,61.5,62.4,17.6,77.0,31.8,405.0,Moderate
માંડવી,22.8314482,69.35081,2025-11-24 00:00:00,24.2,27.7,11.0,74.0,5.2,329.0,Good
Kuhi,21.0140191,79.3662751,2025-11-24 00:00:00,94.8,96.2,44.4,47.0,57.4,566.0,Poor
Jagatpur,20.496974,85.9197807,2025-11-24 00:00:00,84.3,86.1,16.7,74.0,22.4,723.0,Moderate
Mohadi,21.3082669,79.6745467,2025-11-24 00:00:00,75.0,77.1,24.2,50.0,10.4,750.0,Moderate
Korchi,20.7119042,80.4714846,2025-11-24 00:00:00,52.9,53.9,13.5,69.0,9.8,660.0,Satisfactory
Pombhurna,19.8768402,79.633863,2025-11-24 00:00:00,33.4,34.3,8.8,69.0,6.7,492.0,Satisfactory
Korpana,19.7405915,78.9893603,2025-11-24 00:00:00,49.5,49.9,12.3,102.0,15.1,377.0,Satisfactory
Nagbhid,20.5841998,79.6820032,2025-11-24 00:00:00,41.4,42.8,8.2,82.0,8.5,778.0,Satisfactory
Manora,20.2194355,77.5562238,2025-11-24 00:00:00,32.9,33.3,10.9,89.0,16.0,412.0,Satisfactory
Sengaon,19.793942,76.8902421,2025-11-24 00:00:00,24.4,24.7,6.8,69.0,6.7,375.0,Good
Ghansawangi,19.5204182,75.988183,2025-11-24 00:00:00,30.0,30.4,12.6,52.0,6.4,431.0,Good
Soegaon,20.5940023,75.6179523,2025-11-24 00:00:00,25.8,26.3,7.9,78.0,9.2,345.0,Good
Shirur Kasar,19.0666202,75.4270005,2025-11-24 00:00:00,24.5,24.9,5.9,68.0,5.5,299.0,Good
Vidisha,23.5208128,77.8063184,2025-11-24 00:00:00,65.2,68.2,7.4,70.0,6.2,414.0,Moderate
Sonamura,23.4757939,91.2653482,2025-11-24 00:00:00,57.3,58.3,22.4,48.0,4.1,541.0,Satisfactory
Wai,17.9519941,73.8912964,2025-11-24 00:00:00,43.4,44.4,26.0,63.0,11.2,375.0,Satisfactory
Mandangad,17.9887643,73.2583058,2025-11-24 00:00:00,56.2,56.7,12.7,84.0,20.5,548.0,Satisfactory
Kandi,23.957862,88.0422449,2025-11-24 00:00:00,136.9,140.6,17.8,67.0,18.8,858.0,Very Poor
Mallarpur,24.0772645,87.7224826,2025-11-24 00:00:00,111.5,115.7,13.1,72.0,16.1,571.0,Poor
Margram,24.1494361,87.8438902,2025-11-24 00:00:00,136.9,140.6,17.8,67.0,18.8,891.0,Very Poor
Sarenga,22.76249,87.0209455,2025-11-24 00:00:00,171.8,176.0,32.1,74.0,46.2,920.0,Very Poor
Pandalgudi,9.3920107,78.1044969,2025-11-24 00:00:00,5.4,5.6,8.0,47.0,3.5,211.0,Good
Daringbadi,19.9081515,84.1242981,2025-11-24 00:00:00,29.7,30.3,11.6,58.0,6.0,356.0,Good
Jhadol,24.4167513,73.4801459,2025-11-24 00:00:00,57.5,61.5,15.7,63.0,10.9,436.0,Satisfactory
Piploda,23.6077519,74.9417138,2025-11-24 00:00:00,53.4,56.0,8.1,83.0,8.7,380.0,Satisfactory
Bajna,23.3129861,74.6346545,2025-11-24 00:00:00,58.1,59.4,10.6,72.0,9.4,402.0,Satisfactory
Rawti,23.2262622,74.8412061,2025-11-24 00:00:00,58.1,59.4,10.6,72.0,9.4,429.0,Satisfactory
Ranapur,22.6475713,74.5205212,2025-11-24 00:00:00,65.7,67.1,25.9,55.0,16.4,422.0,Moderate
Pati,21.9405178,74.7475433,2025-11-24 00:00:00,55.6,56.5,18.7,83.0,16.3,349.0,Satisfactory
Nafra,27.3716595,92.5450945,2025-11-24 00:00:00,11.7,12.8,3.0,90.0,1.2,158.0,Good
Goharganj,23.0264227,77.6746702,2025-11-24 00:00:00,78.2,81.5,11.0,74.0,7.5,359.0,Moderate
Sepau,26.8162578,77.748506,2025-11-24 00:00:00,76.1,80.8,22.2,68.0,11.2,600.0,Moderate
Baseri,26.7478907,77.5413537,2025-11-24 00:00:00,76.1,80.8,22.2,68.0,11.2,473.0,Moderate
Jamwa Ramgarh,27.0228991,76.0100376,2025-11-24 00:00:00,86.1,88.9,57.7,28.0,11.5,628.0,Moderate
Hurda Seja,25.9027189,74.6873975,2025-11-24 00:00:00,56.5,59.8,11.2,94.0,13.4,461.0,Satisfactory
Riyan Badi,26.5399894,74.2391038,2025-11-24 00:00:00,51.0,53.4,9.1,97.0,13.8,435.0,Satisfactory
Balesar,26.3935996,72.4934578,2025-11-24 00:00:00,19.4,20.4,10.3,63.0,6.2,383.0,Good
Dhod,27.4944345,74.9866247,2025-11-24 00:00:00,66.1,68.7,24.7,56.0,10.6,502.0,Moderate
Peeplu,26.2983205,75.7133853,2025-11-24 00:00:00,81.5,85.9,28.4,71.0,13.7,715.0,Moderate
